company_name,total_all,total_since_2016,total_since_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,PAC Address,Links
Chi Memorial Health Care System,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,,
"Christian Healthcare Ministries, Inc.",95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,38500.0,0.0,,
Tiktok Inc. Us,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,38500.0,0.0,0.0,,
Liberty Dental Plan Corporation,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,0.0,,
Tn Voices,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,57000.0,,
Shelby County 9-1-1 District,95500.0,38500.0,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tenet Healthcare,95500.0,95500.0,95500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,77000.0,,
Cognosante Consulting,95000.0,32000.0,0.0,0.0,0.0,2000.0,57000.0,4000.0,4000.0,8000.0,8000.0,8000.0,4000.0,0.0,0.0,0.0,0.0,0.0,,
Epsilen Llc,94500.0,0.0,0.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Viable Inc.,94500.0,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,37000.0,,
Whatabrands Llc,94500.0,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,37000.0,,
Council For Compassionate Medicine,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Charter Schools Usa,94500.0,0.0,0.0,0.0,0.0,37000.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Frontier Communications Corporation,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94500.0,0.0,0.0,0.0,0.0,0.0,,
Bdp Large Cities Housing Capital Management,94500.0,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94500.0,,
American Coalition For Clean Coal Electricity,94500.0,20500.0,0.0,0.0,0.0,0.0,37000.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
The American Counseling Association,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Molson Coors Beverage Company Usa Llc,94500.0,94500.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,20500.0,,
"Orexo Us, Inc.",94500.0,0.0,0.0,0.0,0.0,20500.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
American Board Of Medical Specialties,94000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nashville Technology Council,94000.0,94000.0,65500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,20500.0,4000.0,20500.0,20500.0,20500.0,0.0,,
Tennessee Dermatology Society,94000.0,94000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,37000.0,0.0,,
"Jt International, Usa, Inc.",94000.0,94000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,57000.0,,
Home Builders Association Of Central Tn,94000.0,94000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73500.0,20500.0,,
"Mhm Correctional Services, Inc.",94000.0,0.0,0.0,73500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Solidus Company,93500.0,4000.0,0.0,20500.0,4000.0,40500.0,20500.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
American Water Works Association,93000.0,56500.0,36500.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,4000.0,,
Enova Online Services ,92500.0,55500.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,18500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Swisher International Inc.,92500.0,92500.0,92500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,37000.0,37000.0,,
"Fidelity Investments Institutional Services Company, Inc.",92000.0,0.0,0.0,2000.0,4000.0,4000.0,78000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Infostructure, Inc.",91500.0,91500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,20500.0,20500.0,4000.0,2000.0,4000.0,2000.0,0.0,0.0,,
The Arc Of Tn,91000.0,38000.0,18000.0,37000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2000.0,4000.0,4000.0,4000.0,4000.0,,
"Corebridge Financial, Inc.",90500.0,90500.0,90500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53500.0,37000.0,,
Alliance For Responsiable Consumer Legal Funding,90000.0,12000.0,0.0,0.0,0.0,0.0,0.0,78000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Prudential Financial, Inc.",90000.0,4000.0,0.0,20500.0,4000.0,20500.0,20500.0,20500.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Communications Workers Of America,89000.0,89000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,40500.0,20500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
Kohler Co.,88000.0,88000.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,4000.0,4000.0,4000.0,4000.0,2000.0,,
"Brentwood Services, Inc.",86000.0,0.0,0.0,4000.0,4000.0,20500.0,20500.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Immi,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Ucb, Inc.",85000.0,73000.0,53000.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,37000.0,4000.0,4000.0,4000.0,4000.0,,
The Alliance Of Deposition Firms,85000.0,0.0,0.0,0.0,0.0,40500.0,40500.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sandy Hook Promise Action Fund,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,4000.0,,
Tennessee Association Of Independent Schools (Tais),84000.0,84000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,4000.0,0.0,37000.0,37000.0,,
People United For Privacy,83500.0,83500.0,44500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,37000.0,40500.0,4000.0,0.0,0.0,0.0,,
"Vista Truth, Inc.",83000.0,40500.0,0.0,0.0,0.0,0.0,2000.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Association Of Tennessee Life Insurance Companies,83000.0,83000.0,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,40500.0,4000.0,0.0,,
Aspire Foundation,83000.0,83000.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,0.0,0.0,0.0,40500.0,2000.0,,
American Textile Recycling Services,83000.0,81000.0,0.0,0.0,0.0,0.0,0.0,2000.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Binti, Inc.",82000.0,82000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,4000.0,0.0,0.0,,
"American Advancement, Inc.",82000.0,82000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,4000.0,,
"Mid-South Feed & Seed, Llc",82000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tawani Enterprises,82000.0,82000.0,82000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,4000.0,0.0,,
Neighborhood Health,81500.0,81500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,4000.0,40500.0,0.0,0.0,0.0,0.0,0.0,,
Francis Energy,81500.0,81500.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,57000.0,2000.0,4000.0,0.0,0.0,,
Fisher & Arnold Inc,81500.0,0.0,0.0,57000.0,20500.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Organization Of Locksmiths,81500.0,45000.0,0.0,4000.0,4000.0,20500.0,4000.0,4000.0,4000.0,4000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Walden University C/O Multistate Associates Inc.,81000.0,40500.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Motor Vehicle Protection Product Association, Inc.",81000.0,81000.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,,
"Impossible Foods, Inc.",81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,,
Green Group Holdings,81000.0,81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,4000.0,,
"Massage Envy Green Hills, Llc",81000.0,81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,4000.0,0.0,0.0,,
Presidio Networked Solutions,81000.0,42500.0,42500.0,0.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,40500.0,,
Ggnsc Administrative Services Llc Dba Golden Living,81000.0,40500.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tata Consultancy Services (Tcs),81000.0,81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,0.0,0.0,0.0,,
Swimply,81000.0,81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,4000.0,0.0,0.0,,
Cast Iron Soil Pipe Institute,81000.0,81000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,4000.0,,
"Southern Biomedical Industries, Llc",80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,4000.0,0.0,0.0,0.0,,
Save The Duck,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,2000.0,,
Status Solutions,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,78000.0,0.0,0.0,0.0,0.0,0.0,,
National Premium Finance Association,79500.0,59000.0,59000.0,0.0,0.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,40500.0,,
Tri Elite Holdings Llc,79500.0,79500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,20500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Recreational Vehicle Industry Association,79500.0,79500.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,2000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Alibaba,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,,
Hillside Winery,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,,
Teaching Strategies,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,,
Bush Brothers And Company,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,,
Tennessee Freedom Initiative,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,40500.0,,
Knox Associates Inc.,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,40500.0,0.0,,
Kalkomey Enterprises Llc,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,77000.0,,
Alfa Mutual Insurance Company,79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,40500.0,,
"Inperium, Inc.",79000.0,79000.0,79000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,38500.0,0.0,0.0,,
Popcorn Sutton Distilling Llc,79000.0,0.0,0.0,0.0,0.0,38500.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Smart Start, Inc.",79000.0,38500.0,38500.0,0.0,0.0,40500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,0.0,0.0,0.0,0.0,,
Icon Entertainment Llc,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tennessee First Entertainment Llc,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,20500.0,0.0,0.0,,
Preserving Our Community'S Future,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,,
"Boyd Sports, Llc",78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,,
Tennessee Specialty Pharmacies Coalition,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,,
Music City Roofers,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,20500.0,,
"Presbyterian Homes Of Tennessee, Inc.",78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,,
"Tennessee Heavy Duty Towing & Recovery Alliance, Inc.",78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,37000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Fitness International, Llc",78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,,
Humane World For Animals,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,,
Pesg  Llc,78000.0,0.0,0.0,4000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
National Hockey League Players Association,78000.0,0.0,0.0,0.0,0.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Skyline Llc,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,,
Jones Management Services Llc,78000.0,0.0,0.0,0.0,37000.0,4000.0,0.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Generations, Inc.",78000.0,0.0,0.0,20500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Neutron Holdings, Inc. Dba Lime",78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,2000.0,0.0,0.0,0.0,0.0,0.0,,
Thistle Farms,78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,37000.0,37000.0,,
"Tn Chapter, International Carwash Association",78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Victim Policy Institute, Inc",78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,,
Reed Elsevier Inc.,78000.0,0.0,0.0,20500.0,20500.0,0.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Restoration Hardware, Inc.",78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Acuity, A Mutual Insurance Company",78000.0,78000.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,37000.0,20500.0,,
Tennesseans Against Death Taxes,78000.0,0.0,0.0,0.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Renovate America, Inc.",77500.0,57000.0,0.0,0.0,0.0,0.0,0.0,20500.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Client Network Services, Llc",77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,20500.0,0.0,0.0,,
Tesla Motors,77500.0,39000.0,0.0,0.0,0.0,0.0,38500.0,0.0,0.0,18500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mackinac Center For Public Policy,77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20500.0,57000.0,0.0,0.0,0.0,,
Tennessee Duck River Development Agency,77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,40500.0,0.0,,
Blyncsy,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Life Check Systems, Llc",77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,37000.0,0.0,0.0,,
"Loblolly Ventures, Llc",77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,38500.0,20500.0,,
Lp Building Solutions,77500.0,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,20500.0,0.0,,
"Hall Emery Real Estate, Llc",77500.0,77500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,20500.0,0.0,0.0,0.0,0.0,,
Rave Mobile Safety,77500.0,75500.0,0.0,0.0,0.0,0.0,0.0,2000.0,37000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Connecting The Heartland, Inc.",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,,
Concerned Citizens,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,,
"Repurpose, Llc",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,,
Morrison & Foerster Llp On Behalf Of The Money Services Round Table,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Shadowtrack Technologies, Inc.",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,,
"Signal Group Consulting, Llc",77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
William R Moore College Of Technology,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
"Attenti Us, Inc.",77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,,
Scantron Corporation,77000.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Holladay Property Services Midwest, Inc.",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,,
Braden Health Llc,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
Peloton Technology,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Igolfvirtual, Llc",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,,
Exeter,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Greyhound Lines, Inc.",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,,
Centrus Energy Corp.,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
"Propst Development, Llc",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,,
"Consumer Direct Holdings, Inc",77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,,
Gainwell Technologies Llc,77000.0,77000.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,38500.0,0.0,0.0,0.0,0.0,,
Article Iv,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,,
Andrew Jackson Foundation,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
Health Care Compact,77000.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
The Praxis Project Inc.,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
Tennessee Association Of Property Tax Professionals,77000.0,73000.0,40500.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4000.0,20500.0,0.0,0.0,0.0,0.0,40500.0,0.0,,
Sap Concur,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,,
Dragon City,77000.0,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,,
Wsia,77000.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tn Dispensing Opticians Assn.,76500.0,56500.0,36500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,20500.0,4000.0,4000.0,4000.0,4000.0,,
Industrial Land Developers Llc,76000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Syra Health Corp,76000.0,76000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,0.0,0.0,0.0,,
Rural Metro Ambulance,76000.0,0.0,0.0,0.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Phillips Infrastructure Corp.,76000.0,76000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,,
I Drive Safely Llc,76000.0,0.0,0.0,18500.0,37000.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Lothlorien,76000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,0.0,0.0,0.0,0.0,0.0,,
